"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2019-07-01","Western Sydney (Londonderry)","956000011150919","Tara","2025-05-08","FEMALE","","Meet Tara! This affectionate girl thrives on human companionship and is always eager to shower you with love and attention. She’s social with other medium/large sized dogs, so she’d fit in perfectly in a home with other canine companions - Pending a Meet & Greet at our Londonderry location. She also could do well as the only dog, as long as she’s getting all the affection she deserves. Given a little time to settle into her new home and as she adjusts to new surroundings, she’ll quickly show you just how loving and loyal she can be!","tara-5",""
"2019-09-01","Western Sydney (Londonderry)","956000011097693","Kenneth","2025-05-08","MALE","","Kenneth is a sweet gentle soul who is a darling on the lead and an overall laid back boy. Being middle aged, he's ready to take it easy and enjoy the retirement life. He's a friendly and affectionate boy who is suitable to live with respectful children and big or small doggies. Suitable for a backyard/townhouse, this laid back boy suits many home types! He has the sweetest little face with an adorable personality to match. Come meet Kenneth at the Western Sydney adoption centre!","kenneth",""
"2021-03-01","Western Sydney (Londonderry)","956000007433602","Bill","2025-05-08","MALE","","Bill is a calm, gentle and affectionate boy. He loves to lean on his people for pats, making it hard to get a good photo! Bill would suit a relaxed and laid back home with or without children. A few hours alone will suit Bill well, and full time hours with a doggie companion, too! We think Bill will make an amazing addition to so many home types. He is available from the Western Sydney adoption centre.","bill-17",""
"2022-12-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000013028113","Etna","2025-05-08","FEMALE","","Etna is a sweet and affectionate 2-year-old greyhound with a loving nature and a confident personality. She adores playtime but is just as happy lounging around for a pat. Soft and small in size, Etna is perfect for someone looking for a low-maintenance but affectionate companion. She’s comfortable being left alone during the day, making her an excellent fit for full-time workers. Etna has been around children as young as 3 and is very gentle. If you’re after a friendly and loving greyhound who will brighten your home with her playful yet gentle nature Etna is the dog for you.","etna",""
"2023-02-01","Western Sydney (Londonderry)","956000014914970","Mary (Western Sydney)","2025-05-08","FEMALE","","Mary is a vibrant young girl who loves spending time around other dogs. She enjoys playtime with other breeds of dogs (a Staffy and Doberman are her favourites!) and is showing to be suitable to live with cats pending proper introductions. This bubbly little lady has been raised in a domestic environment, making her transition into being a pet an easier one for both dog and family. She has been around kids 7 and up and would easily suit a home with respectful children. She is still young-spirited, so a backyard, mental enrichment and daily walks will see Mary thrive in her forever home as she grows up along side you. Mary is available at the Western Sydney adoption centre.","mary-western-sydney",""
"2020-08-01","Western Sydney (Londonderry)","956000012227840","Shadow","2025-05-08","MALE","","Lurking in the shadows is this beautiful boy! Shadow is learning 'pet prep' in his current home, which includes spending time indoors, spending time with children, and small dogs! Having been around kids 10 years old and over, as well as 3 small dogs - Jack Russel, Pomeranian and Dachshund, he has perfected the art of the top 2 greyhound past times - playing and sleeping together. Shadow would be a wonderful addition to a family with dogs, children, and a townhouse/backyard for Shadow to enjoy spending time in. Shadow would enjoy being a member of the family and being included on walks, adventures, and cuddling watching TV at night. Shadow is available at the Western Sydney adoption centre.","shadow-5",""
"2020-10-01","Western Sydney (Londonderry)","956000012965006","Naomi","2025-05-08","FEMALE","","Naomi is a sweet & shy girl. She is suitable to live with other dogs including small dogs! Although initially shy, she is a brave girl who warms up well with consistent, gentle handling. Naomi would enjoy a quiet home with a grassy courtyard/backyard. She likes to keep to herself but travels well and is working on her confidence every day. If you're looking for a sweet and gentle hound who you can watch thrive with your nurturing personality, consider adopting Naomi. Naomi is available at the Western Sydney adoption centre.","naomi",""
"2021-05-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000014487144","Spider","2025-05-08","MALE","","Spider is a charming and gentle boy. He is playful and engaging as well as a big softie who loves affection. He would be great for full time workers since he chills out comfortably on his own.","spider-1",""
"2022-03-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000011347526","Mattie","2025-05-08","FEMALE","","Maddie is a confident, social and playful hound. She is a funny and quirky girl who has been in the home, gone on trips to bunnings, hung around the kids at footy training and can be left in a yard on her own. She is great in the car.","mattie",""
"2021-01-01","Western Sydney (Londonderry)","956000011712609","Huckleberry","2025-05-08","MALE","","This is Huckleberry 🐾 A sweet, playful boy ready to bring lots of fun and love into his new home! Huckleberry is super friendly, affectionate and loves to play. With the help of his favourite treats, Huckleberry picks up on training very quickly, showing he's not just a pretty face! If you’re home more often or have another medium to large dog, Huckleberry could fit right in! Whether you’re looking for a walking buddy or a happy face to greet you at the door, Huckleberry is your guy. Available at Western Sydney!","huckleberry",""
"2021-08-01","Western Sydney (Londonderry)","956000014487843","Rich","2025-05-08","MALE","","*Rich is in a foster care unit apartment & is available to adopt - reach out to the team for more info!* A handsome boy who’s ready to cash in on his forever home! He may be a little shy at first, but once he gets to know you, he’s sweet, affectionate, and a total cuddle bug. He’s a low-key kinda guy who would thrive in a calm, quieter environment but may be able to share his new home with children or another medium to large dog, pending a meet and greet. So, if you’re looking for a sweet soul with a lot of love to give, don’t miss out on meeting this handsome boy down at Western Sydney 🐾","rich-2",""
"2021-02-01","Western Sydney (Londonderry)","956000014510466","Dianne","2025-05-08","FEMALE","","Diane is a sweet girl, she can take some time to warm up but is doing better every day! She loves her treats and can be won over easily with a pocket full of treats. She enjoys spending time with other greyhounds and would suit a forever home with another M-L canine companion. Her best suited home would be one in a quieter area, away from the hustle and bustle. She would enjoy a backyard or townhouse to lay in the sunshine. She can go up and down the stairs at the GAP centre and doesn't mind being left alone for a few hours, too. She is available at the Western Sydney adoption centre.","dianne",""
"2022-02-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000011644991","Maddie","2025-05-08","FEMALE","","Meet Maddie – a sweet, gentle girl with a heart full of kindness. Affectionate and calm, she’s a natural with young children and loves being part of a family. Maddie grew up alongside a cattle dog and has been around goats, so she’s comfortable with other animals and familiar with farm life. With her loving nature and easygoing spirit, Maddie is the perfect companion 🐾💛.","maddie-3",""
"2020-04-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000012114782","Chief","2025-05-08","MALE","","Meet Chief – a handsome, easy-going boy with a heart of gold. This laid-back fella is happy entertaining himself or just chillin' solo 😎. Patient and gentle, Chief is great with small children and gets along well with other animals. He grew up around a cattle dog and has been exposed to goats, so farm life is nothing new to him. Whether he's playing or relaxing in the sun, Chief brings a calm, loyal energy to any home 🐾.","chief-6",""
"2021-02-01","New England","956000012227127","Scout","2025-05-08","MALE","","Scout is a playful and goofy greyhound who brings a sense of fun and adventure wherever he goes. His fun-loving nature, combined with his sweet personality, makes him an ideal companion for any family. Scout's zest for life ensures that there's never a dull moment when he's around. Scout's playful demeanor means he gets along well with people and other pets. His adventurous spirit makes him a great match for families who enjoy outdoor activities and playtime. Scout would thrive in a home that can match his playful spirit and provide plenty of opportunities for fun and adventure. A family that loves to play and explore will find a perfect companion in Scout. At the same time, his sweet nature means he also enjoys quiet moments of affection and relaxation.","scout-3",""
"2020-03-01","New England","956000007828624","Lyla","2025-05-08","FEMALE","","Lyla is a delightful girl with a fun personality that is perfectly balanced by her sweet and gentle nature. Her vibrant ways and affectionate demeanor make her a favorite among everyone she meets. Lyla's charm and warmth are sure to bring joy to any household. Lyla's friendly and gentle nature means she gets along well with people and other dogs. She makes her a wonderful companion for families or individuals looking for an active yet loving friend. Lyla would thrive in a home where she can share her love and affection. A family that enjoys playtime and outdoor activities would be perfect for her. At the same time, she appreciates quiet moments of affection and will happily snuggle up for some downtime.","lyla",""
"2020-09-01","New England","956000007840211","Pepper","2025-05-08","FEMALE","","Pepper has a kind and gentle nature that instantly wins over everyone she meets. She’s easygoing, affectionate, and loves being part of the action, whether it’s with her human family or her fellow dog friends. Pepper’s playful yet calm demeanor makes her a joy to be around, and she’s ready to share her love with the lucky family who takes her home!","pepper-4",""
"2020-09-01","New England","956000007829932","Dennis","2025-05-08","MALE","","Dennis is a quiet, sweet, and gentle boy who is looking for a loving home that understands his shy nature. He thrives in a calm and stable environment where he can feel safe and secure. With a little patience and a lot of love, Dennis will blossom into a confident and happy companion. Dennis is great with other dogs, both big and small, making him a wonderful addition to a household with existing pets. His gentle demeanor ensures he gets along well with everyone he meets. Dennis would do best in a home that can provide him with plenty of love and encouragement. A calm setting will help him feel at ease and allow his true personality to shine.","dennis-1",""
"2020-06-01","New England","956000012804931","Alvie","2025-05-08","MALE","","Alvie is a delightful greyhound with a perfect blend of confidence and sweetness. He’s brimming with personality and absolutely adores affection, making him a wonderful companion for anyone looking for a loyal and loving friend to do life with. Alvies love for affection suggests that he's not just a pet, but a true companion who thrives on human interaction. Whether it's snuggling on the couch, going for walks, or simply being by your side, Alvie's presence is sure to bring warmth and joy to any household. His personality shines through in everything he does, making him a delightful and loyal friend who is always ready to share his love","alvie",""
"2022-07-01","New England","956000011344036","Ally","2025-05-08","FEMALE","","Ally never raced, but she’s won many hearts with her chilled-out demeanor and sweet disposition. Her relaxed attitude makes her a joy to be around, and her gentle spirit means she’s happy to go with the flow. Whether she’s lounging in the sun, playing ball or burrowing in her bed. Ally is currently in a foster home with a toddler who she adores and is very gentle with, she loves kids. She is also with a medium size dog and a sausage dog, needless to say Ally is an all-round easy-going girl!","ally-3",""
"2024-01-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015760825","Deanie","2025-05-08","FEMALE","","Deanie is the cutest of puppies, a girl who will melt your heart with her puppy eyes and goofy ways. She just loves the kids 7 and 11 years old, loves to go on walks and is good on the lead. She's still a puppy and is learning not to jump up. She's friendly towards the household cat and, after being a bit excited at first, follows the Maltese around. Deanie is the sweetest puppy who just loves to play, meet new people , snuggle up to you and go for walks. Best suited to an experienced dog/greyhound owner to continue her education, and guidance to become the beautiful, loveable companion she is destined to be.","deanie",""
"2023-07-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000015740993","Adelaide","2025-05-08","FEMALE","","Adelaide is a pretty blue girl. She knows her name, comes when she is called and is a delight to be around. She has had great pet prep experience coming in and out of the home. She would suit most homes.","adelaide-1",""
"2020-09-01","Western Sydney (Londonderry)","956000011712055","Flint","2025-05-08","MALE","","**Flint is in a foster care home in a unit apartment - reach out to the team to find out more!** Flint is a polite gentleman when it comes to people & other dogs. He would suit a calm canine friend in his forever home. He’s all about manners and will leave you impressed with how well he interacts with both humans and other greyhounds. Flint is quick to learn and takes training in stride, making him a highly trainable and adaptable companion. He is currently in a foster care home where he is picking up all the pet skills to be the best pet he can be for when he finds his forever home. Flint is a polite young man who can't wait to meet you. He's available from the Western Sydney adoption centre.","flint",""
"2021-04-01","Western Sydney (Londonderry)","956000014496493","Cassie","2025-05-08","FEMALE","","Cassie is a stunning white hound with a fawn patch or two, making her not only eye catching, but very unique! This 4 year old girl is confident and affectionate with new people and would be suitable around respectful children. She would suit a home with other medium to large dogs in the home, and a backyard to enjoy exploring and sniffing. Cassie is available at the Western Sydney adoption centre.","cassie-4",""
"2021-09-01","Western Sydney (Londonderry)","956000011641008","Pete","2025-05-08","MALE","","For Pete's sake, look at this handsome boy! Pete is a shy and reseved boy looking for a calm, low stimulus home to enjoy his retirement. Pete would do best without children and would love a backyard to retreat to when things get too busy for him. Pete is a delight around other greyhounds and gains confidence around them. A nurturing and relaxed owner would suit him the best. We think he would love to either live with another greyhound and/or continue socialisation around other dogs. Pete is available at the Western Sydney adoption centre.","pete-6",""
"2020-07-01","Western Sydney (Londonderry)","956000007467772","Matt","2025-05-08","MALE","","Matt is a handsome, dark brindle boy with a striking coat. He has a confident and positive demeanour and has spent most of his days around other greyhounds, making him a lovely addition to a home with another hound. Described as calm, easy going and peaceful, this gorgeous boy has been doing well at the GAP centre with his training and due to his laid back nature we think a home with children would suit him well, too! Matt is available at the Western Sydney adoption centre.","matt-2",""
"2022-06-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000011340679","Lloyd","2025-05-08","MALE","","🐾 Meet Lloyd! 💙 Lloyd may be a little shy when meeting new people, but with a supportive and understanding family, he quickly blossoms into a confident, happy, and loving boy. 🐶 Smart and full of potential, Lloyd is just waiting for the right people to help him shine. If you're looking for a sweet companion who’ll grow into your best buddy, Lloyd is ready to meet you! 💫","lyold",""
"2021-02-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000012863867","Pearl","2025-05-08","FEMALE","","🐾 Meet Pearl! 🌟 Pearl is a very sweet and easygoing lady with a heart full of love and a sharp mind to match. 🧠💕 She’s always eager to learn and picks up on things quickly, making her a joy to be around. She’s happy spending time on her own or with others, and she’s great with young children. Pearl’s also had some exposure to farm life—including goats! 🐐 If you're looking for a calm, clever companion, Pearl is ready to shine in her forever home! 🐶✨","pearl-7",""
"2021-10-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000007431850","Flick","2025-05-08","FEMALE","","🐾 Meet Flick! 🐶💛 Flick is a happy-go-lucky lady with a gentle soul and a love for life (and treats!). 🍖 She’s playful, sweet, and has a calm nature that makes her wonderful around small and young children. She’s spent time indoors and even had some exposure to farm life—including goats! 🐐 Whether she’s enjoying cuddle time or playtime, Flick’s joyful spirit shines through. Looking for a loving, easygoing companion? Flick might just be your perfect match! 💕","flick-1",""
"2021-08-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000012863585","Flow","2025-05-08","FEMALE","","🐾 Meet Flow! 🌸 Flow is a very sweet girl with a heart full of potential. 💕 She's ready to learn, grow, and succeed with the help of a loving, supportive home. With a little training and plenty of encouragement, she’ll blossom into an amazing companion. She’d do best with older, understanding children and could be a great match for a calm, medium-large dog friend. If you're looking for a kind soul to grow with, Flow is ready to start her journey with you! 🐶💫","flow-1",""
"2021-11-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000012861144","Jasper","2025-05-08","MALE","","🐾 Meet Jasper! 💙 Jasper is an affectionate, sweet, and kind-hearted boy who just wants to be loved. 🐶 He’s playful and gentle, with so much potential to shine in the right home. He’s still learning and will need a supportive family to continue his training and help build his confidence. Jasper would do best with older, understanding children and could get along well with a compatible medium-large dog. If you're ready to open your heart to a truly lovable companion, Jasper is waiting for you! 💕","jasper-5",""
"2022-03-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000012917914","Reggie","2025-05-08","MALE","","🐾 Meet Reggie! 🐶 Reggie is an active, playful, and seriously handsome boy! 😍 He's full of energy and would love a yard where he can run, play, and burn off that puppy spirit. Still working on his manners, Reggie needs a patient, understanding family ready to guide him with love and consistency. He’d do best with older kids and could be a great match for a friendly medium-large dog buddy. If you’re looking for a fun-loving companion to grow with, Reggie’s your guy! 💙","reggie-7",""
"2021-11-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000013022670","Emma","2025-05-08","FEMALE","","🐾 Meet Emma! 💖 Emma is a gentle soul with so much love to give. She may be a little shy at first, but with patience and kindness, her sweet personality shines through. 💕 She’s looking for a calm, supportive family to help her grow in confidence with continued training and socialisation. Emma enjoys the company of well-mannered dogs (especially larger ones!) and would do best with older, understanding children. A secure yard to play and explore would be the cherry on top for this lovely girl. 🐶🌿","emma-3",""
"2021-08-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000011658052","Jodie","2025-05-08","FEMALE","","🐾 Meet Jodie! 💕 Jodie is a sweet, goofy girl with a big heart and an even bigger personality! 💖 She’s bursting with playful energy and would love a yard where she can zoom around and enjoy all her favorite games. Jodie is still learning the ropes, so she’ll need a patient, loving home committed to helping her grow with consistent training and gentle guidance. 🐶 She’d thrive with older, understanding kids and could do well with a medium-large dog friend who matches her vibe. If you’re ready to laugh, play, and love a little extra every day—Jodie’s your girl! 💕","jodie",""
"2021-11-01","Central West (Bathurst/Dubbo/Coonabarabran)","956000013018726","Benson","2025-05-08","MALE","","Meet Benson – A Gentle Giant with a Heart Full of Love 💙🐾 Benson is a sweet, kind-hearted boy who’s still finding his way in the world. This gentle giant is looking for a calm, supportive home where he can grow in confidence, surrounded by patience, understanding, and lots of love. He’ll need ongoing training and encouragement, but with the right guidance, Benson will blossom into the most loyal companion. He’s suitable to live with medium to large dogs who are calm and respectful, and would do best with older, understanding children who can give him the space and gentleness he needs. If you have a little extra room in your home—and your heart—Benson might just be the perfect fit. 💛","benson",""
