"DATEOFBIRTH","LOCATION","MICROCHIPNUMBER","NAME","RECORDEDDATE","SEX","SPECIFICNEEDS","TEXT","URLNAME","WHATWEHAVENOTICED"
"2021-02-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000013034147","Roy","2026-01-31","MALE","","Introducing Roy, the ultimate sweetheart who will steal your heart with his gentle and loving nature! Roy is a placid and soft-natured boy who adores receiving pats and cuddles from his humans. His loving demeanor will make you fall head over heels for him in no time. Roy is wonderful around children ages 6 to 15, other dogs big and small, and even cats, making him a versatile companion for any type of household. He is well-behaved and housetrained, as well as crate-trained, so you can trust him to be a well-mannered addition to your family. This easy-going boy walks well on a leash but doesn't need a lot of exercise, making him a great fit for families who enjoy relaxing at home. Roy has short bursts of energy and is happy to spend his time lounging around or exploring with you, loving his car rides. If you are looking for a low-maintenance and loving addition to your family, Roy is the perfect match for you. Come meet this wonderful boy today and see how he can brighten up your household with his gentle spirit and sweet nature!","roy-8",""
"2022-11-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000015726525","Nacho","2026-01-31","MALE","","Nacho is an extremely friendly and happy boy. He has no issues with anybody. He is very keen and confident, great on the lead and open to new experiences. Responds well to his name and is comfortable and confident when left alone.","nacho-2",""
"2021-12-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000007423719","Fatty","2026-01-31","MALE","","Fatty is a superstar hound who can live anywhere and get along with anybody and everybody. He goes on daily walks, lives amongst a range of animals and is cuddly and affectionate also. He is inquisitive and confident and responds well to his name. He can also do stairs.","fatty-1",""
"2023-01-01","Southern NSW/ACT (Bulli, Nowra, Goulburn, Canberra)","956000015728618","Murphy","2026-01-31","MALE","","Murphy is a typical boy who likes to stretch out in the yard and fetch a ball. He is on the active side however he does appreciate a cuddle and some affection also. He is a fun friendly boy who gets along with everyone, he will sometimes be unaware of his size.l He is great company.","murphy-3",""
"2021-12-01","Western Sydney (Londonderry)","956000007424594","Bluey","2026-01-31","MALE","","He's small. He's blue. And he's ready to become the love of your life. Introducing Bluey! This gorgeous 4-year-old blue boy has a delightful, playful personality and just loves to bounce around and chase after his toys in a game of fetch. He loves everyone he meets and will snuggle right into you to politely ask for pats. Bluey loves other medium-large dogs and would be most successful in a home with a canine companion to share his down time with while the humans are away. Older, respectful kids are suitable and would enjoy playing with Bluey, as long as they are able to give him a break when he's ready for a snooze. A home with a courtyard or backyard is exactly what Bluey is dreaming of - somewhere to enjoy a zoomie or play session in throughout the day. If little Bluey sounds like your perfect match, apply to adopt him today! He is available at our Western Sydney adoption centre.","bluey-15",""
"2021-12-01","Western Sydney (Londonderry)","956000007431260","Tiger","2026-01-31","MALE","","Beautiful brindle Tiger wants to meet you! This super loving and outgoing 4-year-old boy loves to go up to everyone and see if he can get a pat (or a treat!). He has a excellent food motivation and is responding very well to early training and has even already learned to navigate a full flight of stairs! He just loves to learn new things and play enrichment games that let him use his big brains. Tiger would do best in a home without other dogs and children so he can soak up all the love and attention for himself. He doesn't mind some hours alone to chill out while you're away at work - just leave him with some long-lasting enrichment activities and he will be good as gold! A small backyard or courtyard would be preferred so Tiger can enjoy the occasional zoomie. Is Tiger your new best friend? Apply online today to meet this gorgeous boy.","tiger-15",""
"2022-07-01","","956000012959229","Eric","2026-01-31","MALE","","Eric is a friendly, well-mannered dog with a calm and social nature that makes him easy to love. He’s polite in his interactions and genuinely enjoys the company of others,especially medium to large dogs. Onsite, Eric has done really well socialising, even happily spending time with a Husky cross, which shows his confidence and friendly approach to canine friendships. Eric would do best in a home where someone is around more often than not, especially in the beginning, to help him settle in and feel secure. While he enjoys human companionship, we also believe that a doggy companion could really help him thrive, build confidence, and fully enjoy home and pet life. With his gentle temperament and friendly personality, Eric has all the qualities of a wonderful family dog. He’s the kind of companion who is happy to be involved, kind with those around him, and ready to form strong bonds with both people and pups. If you’re looking for a sweet, social dog who will blossom with a little support and a lot of love, Eric could be your perfect match. 💙","eric",""
"2019-05-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000006702854","Savannah","2026-01-31","FEMALE","","Meet Savannah! This sweet senior girl loves her pats and cuddles and loves nothing more than being around her people getting attention. Savannah is good with visiting kids 10 years old and older. Savannah enjoys going for leisurely walks or playing with toys in the backyard, but she also loves lounging around the house and getting belly rubs. She is well-mannered and has had lots of handling and inside experience, so you can trust her to be on her best behaviour. She even likes to 'sit' of her own accord. Although Savannah is happy to entertain herself, she would thrive in a moderately active household with a someone or a couple who enjoy spending time with her. She is also okay being left alone for periods of time, making her a great fit for workers. Savannah would do best as the only dog in the household, as she prefers to have all the attention to herself. If you are looking for a loyal and loving companion, Savannah is the dog for you. Come meet her today and see if she is your perfect match.","savannah-1",""
"2021-08-01","Western Sydney (Londonderry)","956000011552657","Jimmothy","2026-01-31","MALE","","Goofy little Jimmothy will steal your heart and never give it back! Jimmothy is a super funny and adorable guy who will have you in stitches 24/7! He is best known for his bouncy, goofy nature, his spontaneous zoomies and giving the best cuddles in the world! As soon as you sit on the floor or the couch, he is right there next to you laying on your lap asking for pats! He loves other dogs, big and small, and would gladly join a family with other dogs in the picture. As a single dog, Jimmothy is suitable for part-time hours alone at home. He loves being indoors but would also enjoy a small courtyard or backyard to stretch his legs and perhaps toss his toys around merrily in. Respectful kids are suitable and would enjoy his cuddly, playful nature, provided they are able to give Jimmothy his space when he needs a break. Jimmothy truly is one-of-a-kind and we know he is going to bring you joy every day! Submit your application for Jimmothy if you'd like to meet him!","jimmothy",""
"2021-11-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000007432306","Bailey","2026-01-31","MALE","","Meet Bailey – your happy blue best mate! Bailey is a beautiful, friendly blue boy who adores kids (6+) and loves nothing more than a game of chase and plenty of pats. He’s a joyful, affectionate lad who’s sure to bring laughter, love, and warmth into his new home. Bailey gets along well with his Greyhound pals as well as smaller dog friends (a Mini Groodle, Mini Foxy, Pug, and Kelpie x), so he’d happily share his home with another friendly dog. He’s a pretty chill chap, who loves being inside with you, is house-trained and crate-trained, and would suit a townhouse or house. Bailey is not over-energetic but loves a walk and carrying around his squeaky toys then happy to lie in his crate or help you around the house for a bit. If you’re looking for a loving, playful and easy care chap who’s great with kids and ready to be part of a family or any household, Bailey’s your boy! 💙","bailey-5",""
"2022-12-01","Western Sydney (Londonderry)","956000014914283","Skye","2026-01-31","FEMALE","","Adorable 3-year-old Skye is looking for her forever home! Skye is a sweet, affectionate and bouncy little girl with a playful side that will entertain you to no end! She is friendly with other dogs around her size and would gladly share her new home with one. Older, respectful kids are suitable and would enjoy her playful side, provided they can give Skye a break when she needs it. If sweet Skye is the girl for you, apply to take her home today!","skye-3",""
"2022-01-01","Western Sydney (Londonderry)","956000011310351","Jane","2026-01-31","FEMALE","","Say hello to sweet little Jane! Jane is is wiggly, playful little thing and will delight you with her zoomies and tossing her toys around! She can be a little bit nervous at first but warms up nicely. A home willing to take new things slow with her as she settles in is best. Older, respectful kids are suitable provided they are able to give Jane a break when she needs a snooze to recharge. Jane would love to meet you! Apply online today and let us know you are interested in her.","jane-4",""
"2021-12-01","Western Sydney (Londonderry)","956000007423475","Grace (Western Sydney )","2026-01-31","FEMALE","","Grace is a bright, energetic girl who’s always on the go and ready for her next adventure. She loves to explore her surroundings and would thrive in a home that can keep up with her active, curious nature. Whether it’s sniffing out new spots or heading out for a walk, Grace is happiest when she’s moving. Her ideal home would be a house with a securely fenced yard where she can stretch her legs and burn off energy. She’d do best with older children who can match her size and excitement. Grace could live with another greyhound, but any canine companion would need to be medium to lard in size, playful and tolerant. If you’re looking for a fun-loving, active dog with loads of personality and potential, Grace might just be your girl","grace-12",""
"2023-02-01","Western Sydney (Londonderry)","956000015726585","Tina","2026-01-31","FEMALE","","Hi, I’m Tina! Tina is a confident and friendly girl who enjoys the company of people and being part of everyday life. She would be best suited to a house with a yard so she can zoom around and soak up the sunrays. Tina is still getting the hang of pet life and would suit a home where someone is around for part of the day while she is learning her new routine.","tina-12",""
"2016-02-01","Northern Rivers (Grafton, Lismore, Casino)","956000004253160","Keith","2026-01-31","MALE","","Keith is a handsome black greyhound with a touch of grey that only adds to his character — and don’t let it fool you, he’s still as active as ever. He’s social with smaller dogs and has a very easy-going, engaging nature that makes him a joy to be around. Keith loves company and would likely benefit from having a canine friend at home to share his days with. With his relaxed attitude and friendly personality, Keith would make a wonderful, loyal companion.","keith-4",""
"2021-11-01","Northern Rivers (Grafton, Lismore, Casino)","956000012864888","Lukey","2026-01-31","MALE","","Lukey is a gorgeous brindle greyhound with a friendly, easygoing nature. He’s social with smaller dogs and enjoys getting out and about with nice, loose-lead walking manners. Lukey is very engaging with people and absolutely loves his cuddles, happily leaning in for affection. He also has a playful side that comes out once he’s comfortable, making him a lovely mix of fun and calm. Lukey would make a wonderful companion for someone looking for a sweet, affectionate greyhound with a bit of sparkle.","lukey-1",""
"2022-10-01","Northern Rivers (Grafton, Lismore, Casino)","956000011362476","Arrow","2026-01-31","MALE","","Arrow is a striking black male greyhound with loads of energy and a playful spirit. He’s still building his confidence and engagement with people, but once he feels comfortable, he really enjoys pats and quiet affection. Arrow is a very active boy who loves to play and would suit a home ready to match his enthusiasm. At this stage, he’s not suitable to live with small dogs. On lead, Arrow can become excited and will benefit from some initial training and guidance to help him settle into walks. With patience, structure, and a bit of fun, Arrow has all the potential to shine.","arrow-2",""
"2022-09-01","Northern Rivers (Grafton, Lismore, Casino)","956000014887343","Streak","2026-01-31","MALE","","Streak is a handsome black male greyhound with a gentle, charming nature. He offers a polite introduction to new situations and is very workable, including being comfortable around small dogs. Streak travels well and settles easily, making him a great companion for outings or adventures. He enjoys a good burst of zoomies when the mood strikes, but he’s just as happy to slow down for cuddles afterward. Very engaging with people, Streak loves human attention and forms sweet connections with those around him. He’s a wonderful mix of playful energy and affectionate calm.","streak",""
"2018-05-01","Northern Rivers (Grafton, Lismore, Casino)","956000009575973","Zellie","2026-01-31","MALE","","Zellie is a stunning black female greyhound with a beautifully easy-going nature. She travels well and is comfortably crated in her current home, making her a smooth fit for everyday routines. Zellie absolutely adores big cuddles and is happiest when she can lean in close for affection. She’s social and well-balanced, having enjoyed a lovely interaction with an Italian greyhound and fantastic playtime with another greyhound. With her gentle temperament, affectionate personality, and adaptable nature, Zellie would make a wonderful companion for a home looking for a calm, loving greyhound who also knows how to have fun.","zellie",""
"2022-03-01","Northern Rivers (Grafton, Lismore, Casino)","956000011309171","Lulu","2026-01-31","FEMALE","","Lulu is a beautiful black female Greyhound with a confident, engaging personality. She is polite and well-mannered around other Greyhounds and has shown she can be small-dog workable, including a lovely, calm interaction with Syd the Schnauzer. Lulu travels well and takes new experiences in stride, making her a great companion for outings or trips. She’s friendly without being pushy, enjoys engaging with her people, and carries herself with quiet confidence. With her gentle nature and adaptable attitude, Lulu would make a wonderful addition to a home looking for a sweet, social Greyhound who can fit comfortably into everyday life.","lulu-5",""
"2021-11-01","Western Sydney (Londonderry)","956000011647263","Maestro","2026-01-31","MALE","","*IN FOSTER* Meet Maestro 🎶 Maestro the handsome has just stepped paws into a foster care home - an apartment in Sydney! Check in for updates soon! Maestro is a happy, big-hearted dog who knows how to enjoy the good things in life. His three greatest loves are food, affection, and toys, and he approaches all of them with pure enthusiasm. Treats are the fastest way to his heart, but cuddles and playtime come in a very close second. Maestro is a friendly, social guy who does well with other dogs and enjoys their company. Whether it’s a shared walk, a play session, or just hanging out together, he’s comfortable having canine friends around. He’s the kind of dog who will happily celebrate every meal, proudly show off his favourite toy, and soak up all the love you’re willing to give. If you’re looking for a sweet, fun-loving companion who brings joy and warmth into your home, Maestro might be the perfect match for you. Come meet Maestro and see if he’s ready to make beautiful music with your family. 💛🐾","maestro",""
"2021-04-01","Western Sydney (Londonderry)","956000012862216","Miguel","2026-01-31","MALE","","Say Hola to our beautiful boy Miguel! This adorable, bouncy little guy is going to make the best pet! Miguel is an outgoing boy who absolutely loves people, getting out for a stroll and about and playing with his humans. He's a clever cookie who loves food, making him very trainable and fun to teach new things. Miguel would love a chilled out home environment with a backyard to call his own to play and relax in. He would prefer to be the only pet in the household so he can take all the love and attention for himself. He has shown he has potential to work slowly up to longer hours alone and has mastered crate training as well. So if you're looking for a fun-loving and trainable companion, Miguel is your guy! Apply to adopt this handsome boy online today.","miguel",""
"2023-02-01","Riverina (Wagga, Temora, Gundagai, Griffith)","956000015950253","Stanley","2026-01-31","MALE","","Stanley is lovely, friendly, soft-natured boy who loves to cuddle. He has a quiet nature and just loves to be around you and check out what you're doing as you go about your day - a sticky beak! He is an easy-going, gentle lad who will be your best friend. Stanley is the perfect gentleman and companion for retirees or workers, he doesn't need much of a walk or trips in the car, he's just happy to hang about at home. Stanley isn’t an energetic boy, very easy-care who would make a wonderful pet, also great with the grandchildren 9 and 13 when they come to visit. 🐾💙","stanley-7",""
"2022-06-01","Northern Rivers (Grafton, Lismore, Casino)","956000014849735","Stripes","2026-01-31","MALE","","Stripes is a handsome male greyhound with a calm, easy-going nature that makes him a wonderful companion. He is quiet, well-behaved, and truly no trouble at all. Stripes is very chilled and independent, happy to relax and enjoy his own space. He sleeps inside, settles easily, and takes everything in his stride. He also loves car rides and travels beautifully. Good with small dogs and gentle in his manner, Stripes would suit a home looking for a relaxed, low-maintenance greyhound who enjoys a peaceful lifestyle and quiet companionship.","stripes-3",""
"2022-11-01","Northern Rivers (Grafton, Lismore, Casino)","956000014889147","Princess","2026-01-31","FEMALE","","Princess is a sweet and happy 3-year-old greyhound who is an absolute pleasure to have around. Easy going and no trouble at all, she has a calm nature that makes her a joy to live with. Princess likes her own space and is very good at settling herself. She happily puts herself to bed in her crate and, after a burst of zoomies, will often take herself straight back to bed for a well-earned nap. With her gentle personality and sensible habits, Princess would suit a home looking for a relaxed and well-mannered companion who knows how to enjoy both playtime and quiet time.","princess-4",""
"2023-10-01","Northern Rivers (Grafton, Lismore, Casino)","956000016291465","Ellie","2026-01-31","FEMALE","","Ellie is a beautiful 2-year-old female greyhound with a heart as big as her smile. Happy, playful, and affectionate, she is truly one of the loveliest dogs you will ever meet. 💕 Ellie adores people and has a gentle, friendly nature that makes her a joy to be around. She gets along wonderfully with dogs of all sizes and would happily share her home with a canine companion. Ellie also loves her toys and will entertain herself (and you!) with her playful antics. Great with kids and full of love to give, Ellie would make a fantastic family dog. She’s ready to settle into a home where she can be part of everyday life, enjoy playtime, and soak up plenty of affection.","ellie-13",""
"2021-05-01","Western Sydney (Londonderry)","956000012206029","Jude","2026-01-31","MALE","","** I am currently in a foster home for Christmas, read updates below!* ""Jude (AKA Jude the Dude) is a sweet, funny and friendly boy who truly just wants to hang out with his people. Jude settles in quickly and has grown confident exploring main roads, local parks, and new routines. He’s been friendly with everyone he’s met, including children and loves a calm hello and a good pat. Jude is often complimented on his handsome looks and warm, gentle nature. He’s a bit of a water baby and absolutely loves beach walks and splashing through the water. Jude has been great with dogs of all sizes, though he seems most comfortable with slightly smaller dogs. Jude walks beautifully on lead and knows his routines well. He’s a great sleeper, adores his morning walk and has learned commands like “go to your bed,” when it's time to put his collar on or when we need to leave the house without him. Jude would suit city or suburban living and would love a canine companion, though he’s also content on his own and copes well being left for longer periods. He is a stair master and can get in and out of cars fine, though he sometimes might need a helping hand. We’ve absolutely adored having Jude in our home and know he’ll bring so much love and joy to his future family."" ----------------------- Jude is a sweet lad, who is suitable to live with small or big dogs. He is a confident boy who would do well in urban/city environments and would suit shorter hours alone and an active, fun lifestyle. He would prefer a home without stairs but could live in a unit with a lift access. This affectionate, calm boy would be a lovely match for a family with respectful children, too. Meet Jude at Western Sydney.","jude",""
"2022-07-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000011310502","Fawn","2026-01-31","FEMALE","","Fawn is a super social girl with a big personality and a love for being around people. She enjoys making friends and will happily soak up attention from everyone she meets. She suits a semi-active lifestyle, enjoying her outings and playtime while still appreciating downtime at home. Fawn is used to being handled by children, making her a great choice for a family with kids of all ages. Fawn is small-dog and cat workable and would be perfectly happy as a solo dog or living alongside another furry friend. With her friendly nature and adaptable personality, Fawn is ready to slot easily into a wide range of loving homes. If you’re looking for a confident, social greyhound with lots of character, Fawn could be the perfect addition to your family. 🐾","fawn-1",""
"2022-01-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000007468491","Coco","2026-01-31","FEMALE","","Coco is a beautiful girl who has the perfect mix of playful energy and laid-back charm. She loves human company and enjoys being part of the action with her people. Coco has a semi-active lifestyle — she adores playing with toys and doing zoomies, but she’s just as happy chilling out and relaxing once she’s had her fun. Because she can be a little excitable, Coco would be best suited as a family dog with older children. She is small-dog workable, depending on the breed, and will thrive in a home that understands her playful nature while giving her plenty of affection and downtime. If you’re looking for a fun-loving greyhound who enjoys both playtime and cuddle time, Coco could be the perfect fit. 🐾","coco-14",""
"2020-07-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000011711970","Louie","2026-01-31","MALE","","Louie is a happy boy who strikes the perfect balance between playful and laid-back. He loves zoomies and playing with toys, but he’s just as content relaxing and doing his own thing when it’s time to unwind. Louie is food motivated, which makes him a fun and rewarding boy to work with. He’s small-dog workable and enjoys human connection, while also being perfectly fine spending time independently. Due to his enthusiastic spirit, Louie would be best suited to a family with older children. A semi-active lifestyle will suit Louie well — one that includes playtime, daily outings, and plenty of chill time at home. If you’re looking for a greyhound with a great mix of fun and flexibility, Louie could be a wonderful addition to your family. 🐾","louie-2",""
"2022-11-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000015749385","Chunky","2026-01-31","FEMALE","","Chunky is a happy girl with a constant smile and a never-ending wagging tail. She absolutely thrives on human connection and will happily be your little shadow, following you wherever you go. She suits a semi-active lifestyle — Chunky loves playing with toys and doing zoomies, but once she’s had her fun, she’s more than content to curl up inside as a true couch potato. Because she can be quite excitable, a family with older children would be the best fit for her. Chunky is small-dog workable and may be cat workable with a slow, careful introduction. She’s looking for a home where she can share plenty of affection, playtime, and cosy downtime with her people. If you’re after a joyful, affectionate greyhound who brings smiles wherever she goes, Chunky could be the one for you. 🐾","chunky-1",""
"2022-07-01","Hunter Valley Mid Coast (Maitland/ Muswellbrook/Newcastle/Forster)","956000011355772","Kozi","2026-01-31","MALE","","Kozi is a happy, affectionate boy who loves spending time with his people — but he’s also quite content enjoying his own company. He’s a well-balanced greyhound who knows how to switch between playtime and relaxation. Kozi is small-dog workable and has had some exposure to the dashy on the property, showing positive signs with appropriate management. Due to his size, Kozi would be best suited to a family with older children. An active lifestyle will suit Kozi well, and a secure yard is a must so he can enjoy his favourite zoomies. He would be very happy living with another dog, making him a great companion for an existing canine friend. If you’re looking for a fun-loving greyhound who enjoys both affection and independence, Kozi could be your perfect match. 🐾","kozi-1",""
